sent_rating,processed_text_stem_NoStopwords,data
positivo,echo dot 4 geração super recomendo aumento significativo reconhecimento voz,2021-07-02 00:00:00
positivo,excelent quas notei otimização conectar aparelho som bluetooth conhecido conecta,2021-09-19 00:00:00
positivo,atendeu expectativa coisa consegui configurar respond dia nome amando,2021-11-16 00:00:00
positivo,produto atendeu expectativa som qualidad considerando faixa preço integraçõ alexa facilitam dia dia,2020-12-28 00:00:00
positivo,excelent produto usando recurso excelent aquisição produto valeu centavo investido,2021-03-03 00:00:00
positivo,quas excelent so integração melhor ocorr googl consegu envia mensagen wat coisa,2020-11-30 00:00:00
positivo,aprendendo série fundionalidad uso interessant ajuda enorm tempo home offic,2020-12-22 00:00:00
positivo,adorei qualidad som produto fantastico aprendendo configurar entanto existem falha reconhecimento voz,2021-07-14 00:00:00
positivo,design bonito qualidad som recomendo pouquinho paciência parar configurar excesso chatinha pra,2021-02-06 00:00:00
positivo,vista começa integrar coisa alexa mostra útil dia dia,2021-06-14 00:00:00
positivo,excelent produto automação doméstica muita skill útil dia dia som identificação bon vale pena compra,2021-04-28 00:00:00
positivo,excelent caixa som alexa diversão satisfeito sabia pro contra caso fantástica,2021-05-07 00:00:00
positivo,excelent custo benefício ativação intuitiva fácil som tamanho preço aparelho gostei verdad,2021-06-26 00:00:00
positivo,ótimo produto atend diversa funçõ automação ambient casa,2020-12-31 00:00:00
positivo,facilidad configurar utilizar mesma,2022-01-08 00:00:00
positivo,reconhecimento voz ótimo dependendo silêncio vc alexa capta som distância 3 5 metro,2021-03-28 00:00:00
positivo,unico problema reconhecimento voz fico alexa alexa alexa ate ativar achei microfon fraco,2021-09-03 00:00:00
positivo,linda dm funcion dm Vi muita gent reclamando surda funciona dm uso controlar som pra mim ok,2021-07-05 00:00:00
positivo,mídia carregada chegou previsto ótima diferent 3• geração som melhor melhor volum foss alto linda,2020-12-01 00:00:00
positivo,varia skill legai momento reconheceu comando havia falado tivessem sido falado,2021-06-27 00:00:00
positivo,gostei informa notícia antiga repetida espero habilidad programação música período predeterminado,2022-03-17 00:00:00
negativo,comprei googl home mine alexa g4 achei reconhecimento voz googl melhor alexa nao compativel youtub music,2021-03-26 00:00:00
positivo,facilita rotina dia dia funciona transmitindo áudio rádio bluetooth festa,2022-02-04 00:00:00
positivo,aplicativo android trava reconhec falamo principalment rotina resposta pré programada,2020-12-26 00:00:00
positivo,design ficou legal perfeita mesa cabeceira pecaram escond circulo luminoso deixam dot visual legal,2020-12-21 00:00:00
negativo,caixinha funciona conectada energia péssimo intuito caixinha levar lugar,2021-01-07 00:00:00
positivo,microfon echo 3 melhor multiambient versõ echo 3 4 funcionam som fica pipocando dispositivo,2020-12-24 00:00:00
positivo,qualidad produto ótima qualidad som melhor esperado!recomendo ecoshow pra trabalhar conjunto,2020-12-28 00:00:00
positivo,reconhecimento voz funciona 100 tocando música resto muuuito top qualidad grave volum,2020-12-10 00:00:00
positivo,melhor esperava consigo viver som alto extremament interativa reconhecimento voz enfim perfeita,2021-01-08 00:00:00
positivo,comprei pra mãe viraram melhor amiga achei qualidad som ótima sabia precisava ficar constantement ligada tomada funcionar,2021-01-04 00:00:00
positivo,achei concepção funcionamento comprei alexa câmera vídeo,2021-05-31 00:00:00
positivo,produto realment super expectativa principalment hora controlar dispositivo inteligent som ótima qualidad,2020-12-06 00:00:00
negativo,ruim reconhecimento voz versão coloquei echo dot 3a geração pra testar q gritar pra ativar palavra chave,2021-02-13 00:00:00
positivo,alexa produto excelent muita melhorar última atualização reconhec errônea vária palavra,2021-05-12 00:00:00
positivo,excelente!já tinha googl nest home alexa inteligent,2021-08-12 00:00:00
positivo,prático divertido,2021-08-02 00:00:00
positivo,bon microfon facilita reconhecimento voz qualidad som excelent,2020-12-20 00:00:00
positivo,inteligência praticidad aparelho ótima auxiliar-no control casa,2021-01-13 00:00:00
positivo,gostei som alto potent limpo conexão internet eh péssima casa recomendo,2021-07-07 00:00:00
positivo,gostei comprar pra colocar comodo casa perfeita sincronia excelent reconhecimento voz perfeito,2020-12-28 00:00:00
positivo,design luminosidad azul alexa ativada bonita realment versão surda falar ativa,2021-08-09 00:00:00
positivo,uso tarefa diária dia dia básica lista compra tocar flow deezer playlist preferida amazon music ligar TV diversa funçõ i ️ alexa,2021-07-15 00:00:00
positivo,brinquedinho compra lâmpada control remoto realment começa controlar casa vale pena,2021-04-20 00:00:00
positivo,gostei alexa companhia ótima agenda ajuda lembrar gosta tecnologia amar,2021-07-12 00:00:00
positivo,ótimo produto ajuda muita tarefa dia dia única reclamação microfon falar alto pra escutar,2021-04-10 00:00:00
positivo,música alta reconhec voz maneira incrível usado tinha produto,2021-05-13 00:00:00
positivo,funçõ ótima surda consegu entend falamo pouco centimetro dela praticidad excelent,2021-02-19 00:00:00
positivo,gostei comprei equipamento preto veio fio carregador branco notei diferença qualidad som 3 ° geração,2021-11-03 00:00:00
positivo,apesar pouca funçõ diariament bom!ela sensibilidad voz qualidad som,2021-05-10 00:00:00
positivo,gostei útil divertido capacidad captar deixou desejar atrapalh funcionamento,2020-12-08 00:00:00
positivo,echo dot 4 ótimo vezez dificuldad hora chamar alexa tivess escutando algum bug microfon,2021-07-22 00:00:00
positivo,perfeito esperava melhor aquisição,2021-06-20 00:00:00
positivo,mídia carregada amei volum escuta longa distância super indico,2021-06-24 00:00:00
positivo,ok gostei som excelent reconhecimento voz reclamar,2021-06-16 00:00:00
negativo,produto funciona liga tv notícia liga stream tocar música alarm assistência técnica suport eficaz,2021-12-09 00:00:00
positivo,som nítido geração 3)ela visual bonito,2021-01-30 00:00:00
positivo,excelent auxiliar tarefa diária possui reconhecimento voz excelent som chega bose,2021-06-18 00:00:00
positivo,produto entanto ligaçõ contato tenham produto pedir ligação contato tiver aparelho liga ruim,2020-12-05 00:00:00
positivo,única agrado alexa veio surda grito pra ouvir resposta básica compreend,2021-07-20 00:00:00
positivo,alexa moradora casa rsr estamo curtindo aprendendo recomendo especi tiver criança casa,2021-09-28 00:00:00
positivo,unico negativo bateria integrada produto exig esteja tomada resto gostei,2021-04-23 00:00:00
positivo,comprei sensor utilizar potenci deu cumpr prometido,2021-07-09 00:00:00
positivo,mídia carregada alexa amiga pra mim perguntado respond clareza,2022-01-30 00:00:00
positivo,impossível casa permita virar neandert futuro,2021-03-18 00:00:00
positivo,atendeu expectativa pra som potent seja melhor procurar outro,2021-07-21 00:00:00
positivo,gostei qualidad som funçõ gostei dela tomada poderia bateria levar cômodo,2021-01-14 00:00:00
positivo,conheço produto excelent,2021-12-10 00:00:00
positivo,gostei qualidad custo x benefício,2020-12-02 00:00:00
negativo,surda chamo 5 6 respond,2020-12-14 00:00:00
positivo,comprei indo p 4 compra adorei automatizei casa fiquei viciado parabén,2021-04-12 00:00:00
positivo,reformular pedido atendido preciso chamar 2 3 atend,2021-01-15 00:00:00
positivo,pessoal aconteceu parecido alguém conseguiu arrumar configuraçõ portuguê aplicativo continua inglê,2022-01-11 00:00:00
positivo,ótima.poi tica música q quiser.tem brincadeira.fala tá tempo.noticias. controla tv.luz aparelho domésticos.testei,2021-06-27 00:00:00
positivo,legal recurso rápido acesso música valeu pena conhecendo aplicaçõ surpreendendo,2021-05-10 00:00:00
positivo,fiquei surpreso desempenho detalh precisam melhorado reconhecimento voz grave caixa som,2021-02-01 00:00:00
positivo,dificuldad escutar televisor reconhec determinado comando skill funcionam corretament,2021-08-17 00:00:00
positivo,reconhecimento fala áudio excelent comparado tamanho dela gostei rapidez respond iten casa inteligent,2021-06-08 00:00:00
positivo,aparelho bacana funciona integração equipamento bacana futuro chegou rsrsrsr,2020-12-02 00:00:00
positivo,adorei produto dia fico feliz comprado mim encontrei produto super recomendo,2021-05-13 00:00:00
positivo,fácil configurar útil utilizar única útil precisa tomada,2021-06-25 00:00:00
positivo,descobri chegou conectado fiquei surpreso tecnologia bateria,2021-02-02 00:00:00
positivo,atend,2021-06-25 00:00:00
positivo,preço ótimo produto vale pena automação bacana casa gastar equipamento técnico,2021-06-29 00:00:00
positivo,legal gostei consigo conectar amazon music interessant mudar funcionalidad,2021-07-07 00:00:00
positivo,certo,2021-06-30 00:00:00
positivo,fofa super simpática desentendemo rola discussão passa grito sozinho ignora,2021-07-12 00:00:00
positivo,alexa ótima momento falha voz escuta pedido solicitado ótimo aparelho,2021-12-03 00:00:00
positivo,perfeito aspecto imaginávei,2021-06-27 00:00:00
negativo,positivo design bonito ótima qualidad somponto negativo reconhecimento voz inferior 3º geração repetir achei carregador,2021-02-06 00:00:00
positivo,adoreis conectass wi fi celular melhor,2021-06-24 00:00:00
positivo,apaixonada alexa som limpo resposta comando rápida perfeita perfeita,2021-04-15 00:00:00
negativo,ecko dot tá respondendo comando parou acend luze falo tá respondendo,2021-03-11 00:00:00
positivo,impecável qualidad som microfon capta estando outro cômodo falando nome dela baixinho entend sensacion,2022-01-25 00:00:00
positivo,funciona perfeitament chega prazo nenhum problema caixa produto liguei configurei facilment problema algum,2021-10-24 00:00:00
negativo,ferramenta busca alexa deixa desejar wikipedia font confiável limitada,2021-06-20 00:00:00
positivo,caixa som atend ambient pequeno qualidad som,2021-04-21 00:00:00
positivo,amo fato alexia facilitar dia dia desejar noit bon sonho desliga luz,2022-01-23 00:00:00
positivo,qualidad som atentei tinha bateria funciona tomada momento demora entend pedido,2021-03-28 00:00:00
positivo,satisfeita alexa nenhum problema reconhecimento som distância divirto,2021-02-26 00:00:00
positivo,gostando produto pouco irei automatizando aparelho mostrando responsivo,2021-02-18 00:00:00
positivo,produto qualidad atendeu expectativa recomendo site amazon alem seguro bon preço satisfeito,2021-05-08 00:00:00
positivo,divertido uso despertar música temperatura pergunta diversa,2022-02-28 00:00:00
positivo,extremament útil convenient apropriado estilo vida dia atuai produto excelent qualidad,2021-01-28 00:00:00
positivo,super expectativa som alcanc voz comprei promoção 299 gosta iot perfeito,2021-03-29 00:00:00
negativo,comprei echo dot configur normal conecta pau stress configurar extremament chateado,2021-06-25 00:00:00
negativo,produto 01 ano uso parou funcionar encontro assistência autorizada acesso site amazon acionar garantia,2021-11-17 00:00:00
positivo,gostei alexa,2021-08-11 00:00:00
positivo,vamo inútil útil vida pessoa rs zoeira experiência legal,2021-06-12 00:00:00
positivo,legal útil unido casa inteligent esposa aprov pq diss passo conversando alexa q,2021-07-01 00:00:00
positivo,começo vc n muita coisa vc pensa q produto ruim vc conhec realment produto dp melhor,2022-03-08 00:00:00
negativo,positivo som q alto negativo q alexia apresentando erro ouvir voz entend pergunta,2022-01-21 00:00:00
positivo,gostei uso pra ouvir música pra controlar lâmpada coloquei pra controlar fita led aprovado produto super eficient fazendo test,2020-12-21 00:00:00
positivo,ganhei mãe vontad pra automatizar coisa tv xbox som caixinha som,2021-07-30 00:00:00
positivo,aparelho perfeito uso casa som qualidad reconhecimento voz,2021-10-30 00:00:00
positivo,legal fácil configurar indicaria amigo,2021-02-21 00:00:00
positivo,início escuta fica processando alguma led fica 2 dia escuta gostei,2020-11-20 00:00:00
positivo,produto mesma qualidad echo dot 3ª geração evolução design,2021-01-14 00:00:00
positivo,comprei mãe adorando ajuda lembret tarefa doméstica ótima qualidad som música,2021-04-16 00:00:00
positivo,produto combina ambient conseguindo manter-s discreto opera funcionalidad alexa qualidad som excelent,2021-08-06 00:00:00
positivo,gostei ouço música pesquisa googl previsão coloco alarm coisa lembro,2021-04-30 00:00:00
positivo,qualidad som som alto grave bacana mucrofon captam comando tom,2021-07-05 00:00:00
negativo,ano conecta seja conecta wi-fi nenhum funciona bluetooth virou lixo,2022-02-10 00:00:00
positivo,gostei preço paguei 399 quas 400 reai coloca preço 279 perdi dinheiro aparelho estéreo auto falant,2021-05-24 00:00:00
positivo,valeu pena conhec experiência informação música possibilidad estamo descobrindo alexa,2021-10-02 00:00:00
positivo,reconhec rápido acho conectar youtub variedad aumentar metro alcança,2021-06-30 00:00:00
positivo,satisfeito incrível velocidad resposta reconhecimento voz qualidad som apesar versão básica surpreendent,2021-06-23 00:00:00
negativo,nao muita sort semana desconfigur nao falou portuguêsliguei suport técnico semana nao deram solução,2021-01-25 00:00:00
positivo,gostando praticidad funcionalidad integrei dispositivo inteligent funcionado perfeitament,2021-06-30 00:00:00
positivo,bonito eficaz vale pena otima integração firetv espero automatizar inteiro,2021-06-25 00:00:00
positivo,dia impressionado alexa echo dot criançada adora sendo útil imaginava,2021-07-17 00:00:00
positivo,perfeito surda repetir varia mesma 30 cm dela recorrent,2021-06-05 00:00:00
positivo,linda perfeita música gosto antiga atuai volum excelent super recomendo,2021-03-01 00:00:00
positivo,qualidad som jbl ótimo som reconhecimento voz nenhum problema,2021-06-28 00:00:00
positivo,gostei uso pra diversa situaçõ notícia diária clima casa inteligent forma interagir alexa,2021-05-29 00:00:00
positivo,amant musica automação gadget perfeito!já pretendo comprar echo dot utiliza-la modo stereo,2022-02-22 00:00:00
positivo,gostei cumpr promet som poderia melhor volum perfeito volum alto há grave muita distorção,2021-04-21 00:00:00
positivo,chegou super rápido amazon melhor serviço entrega mundo dispositivo perfeito funciona melhor esperava,2021-04-30 00:00:00
negativo,realment verdad geração pior reconhecimento voz pioraram produto,2021-01-12 00:00:00
positivo,funciona perfeitament comando portuguê brasil entendido perfeita automação residenci,2022-01-29 00:00:00
positivo,modelo áudio qualidad melhor conseguindo reconhec voz distância,2020-12-01 00:00:00
positivo,perfeita pra anda esquecido precisa tirar dúvida adicionar lembret alarm diversa funçõ,2022-02-24 00:00:00
positivo,super expectativa IA estamo conversando máquina,2022-03-07 00:00:00
positivo,produto incrível som surpreendeu volum qualidad sonora paguei embalagem present lindo filho amou tbm,2022-03-13 00:00:00
positivo,produto cor preta acessório cabo branco seja produto fica horrível decoração soubess tinha comprado feio,2021-05-16 00:00:00
positivo,adorei produto alexa deixa pratico música fácil encontrar cantor preferido,2021-05-24 00:00:00
positivo,adorando experiência reconhecimento voz ótimo qualidad som tb coisa descobri amo ótimo investimento,2021-06-28 00:00:00
negativo,alexa apresentando falha muita sozinha pedido tendo problema,2021-06-09 00:00:00
positivo,excelent fácil instalação útil automatizar casa ajudar organização agenda lista compra chegou prazo,2021-02-04 00:00:00
positivo,atendeu expectativa útil funçõ casa utilizo-a controlar luze aparelho doméstico,2021-05-05 00:00:00
positivo,qualidad som ótimo gostei principalment comprei pra avó enxerga ligar parent perguntar hora,2021-06-21 00:00:00
positivo,amando produto chegou dia previsto embalado segurança amazon filha estamo amando,2021-04-21 00:00:00
positivo,realment surpreendi alexia necessário casa moderna,2021-07-10 00:00:00
positivo,gosto praticidad alexa uso ligar desligar luz tv música etc. usei modo sono,2021-05-28 00:00:00
positivo,reconhecimento voz escuta qualidad som ruim grave agudo recomendo,2021-06-07 00:00:00
positivo,gostei produto som problema microfon escuta único problema eh pra conectar Tv bluetooth,2021-08-26 00:00:00
positivo,excelent aquisição principalment pandemia som ótimo recurso maravilhoso dispensam comentário,2021-04-16 00:00:00
positivo,adorei som praticidad oferec dificuldad configurar deu certo excelent recomendo,2021-11-28 00:00:00
negativo,funciona tomada senti bateria portátil permitir utilização produto diferent ambient,2022-03-08 00:00:00
positivo,produto acabado ótimo som modelo simpl reconhecimento voz perfeito rapido legal,2021-06-24 00:00:00
positivo,comprador diss escuta falou fundamento falo 10 metro escuta perfeitament,2021-02-13 00:00:00
negativo,consegu achar música toca alarm diário dia acha música errado aplicativo terror,2021-07-25 00:00:00
positivo,poderia integração aplicativo smartphon enviar mensagem pra fulana whatsapp ficaria perfeita,2021-07-03 00:00:00
positivo,gostamo produto reconhecimento voz excelent alcanc aplicativo intuitivo,2021-07-08 00:00:00
positivo,excelent produto reconhecimento voz melhorado momento confund palavra,2020-12-03 00:00:00
positivo,maravilhosa reconhecimento voz show cômodo falando tom voz habitu ouv super,2021-06-23 00:00:00
positivo,produto ótima qualidad uso escutar música ouvir noticia ótima qualidad,2021-05-17 00:00:00
positivo,TV tcl opção conectar junto meio conectar app dele aberto sonora funcion super certo,2022-03-12 00:00:00
positivo,ótimo criar automação musica app fala app rádio bon qualidad som recomendo,2022-03-07 00:00:00
positivo,excelent aquisição casa,2021-07-14 00:00:00
positivo,adorei legal realment ajuda dia dia escritório dou 5 estrela travar bugar,2021-02-04 00:00:00
positivo,excelent produto gostei qualidad som entendo favorito spotifi toca,2021-03-24 00:00:00
positivo,reclusão criança tendo alguem pra conversar fundament,2020-12-18 00:00:00
positivo,ameiiiiiii chegou prazo super embalado reconhecimento voz modo sono qualidad som excelent super recomendo,2021-04-02 00:00:00
positivo,gostei echo dot som esperava .muito facil configurar som dela achei ruim grave,2021-02-24 00:00:00
positivo,excelent aparelho proposta dele automatizar casa fica supérfluo qualidad áudio volum excelent,2021-05-27 00:00:00
negativo,ruim microfon escuta,2021-02-17 00:00:00
positivo,super recomendo custo beneficio otimo,2021-01-13 00:00:00
positivo,perfeita geração tinha som melhor geração bonita,2021-01-05 00:00:00
positivo,ouv identifica praticament pessoa incluindo criança ótimo áudio fácil ajuda tarefa casa controla luze tv receiv,2021-04-23 00:00:00
positivo,boa preciso repetir dispositivo reconheça há certa demora execução comando ótimo produto,2021-07-08 00:00:00
positivo,gostei produto chegou 48h,2021-06-25 00:00:00
positivo,mídia carregada produto perfeito cumpr espectativa,2021-07-05 00:00:00
positivo,mídia carregada totalment perfeita comprar produto conectando pra ficar inteligent haha,2021-01-29 00:00:00
positivo,sensacionalmelhor compra,2021-05-23 00:00:00
positivo,gostei ja tinha versão anterior 1000 versão antiga adorei,2021-07-11 00:00:00
positivo,produto excelent completament tecnológico fácil utilizar prático satisfatório,2021-06-24 00:00:00
positivo,adorei produto acho divertido informativo q aprend pouco vou descobrindo dia novidad,2020-12-26 00:00:00
positivo,adorei produto criança fala música preciso pagar amazon music resto elogio,2021-01-02 00:00:00
positivo,pratico prestacao servico sucesso casa Ja automatizamo varia coisa teremo,2021-12-15 00:00:00
positivo,satisfeito compra som potent reconhecimento voz perfeito chegou prazo previsto super fácil configurar,2021-12-18 00:00:00
positivo,ótima qualidad,2020-12-23 00:00:00
positivo,reconhecimento voz modo sono gostei excelent qualidad som ama acha volum poderia alto,2021-04-21 00:00:00
positivo,único problema bateria funciona tomada comprei percebi erro produto vale investimento,2021-11-03 00:00:00
negativo,utiliz dispositivo 3a geração echo show dispositivo geração consegu conexão estável wifi,2021-05-20 00:00:00
positivo,"reconhecimento voz versão n agrad distancia 1,5 m n respond 2",2021-02-25 00:00:00
positivo,surpreendeu comecei automatizar casa,2021-01-28 00:00:00
positivo,qualidad som excepcion melhor esperava dot pequenininha achava baixinha,2021-07-08 00:00:00
negativo,gostei qualidad produto qualidad som facilidad configuração gostei recurso achei básico,2022-01-19 00:00:00
positivo,ótima qualidad som reconhecimento voz perfeito funcionamento distância qualidad sonora potência excelent,2021-06-24 00:00:00
positivo,excelent produto conta econômica contar entrega rápida,2021-05-30 00:00:00
negativo,som echodot distorcido autofalant estivess danificado escutar qualidad distorc som ruído,2022-03-08 00:00:00
positivo,So acho q poderia melhorar questao notícia desatualizado informado noticia dia anterior,2021-03-09 00:00:00
positivo,dp echo dot 4 usarei assistent virtual alexa melhor amazon melhor,2021-12-16 00:00:00
negativo,funciona vc comprar preta fiquei sabendo font alimentação cor branca ficou esteticament horrível,2021-05-20 00:00:00
positivo,reconhec comando apesar interferência dispositivo ambient televisor conversa paralela,2021-01-06 00:00:00
positivo,eficient eficaz comando realizo simplesment sensacion,2020-12-21 00:00:00
positivo,falar alto pra escut qualidad som ótima funcionalidad incrivei,2020-12-26 00:00:00
positivo,travada funciona integra objeto inteligent casa,2021-01-03 00:00:00
negativo,produto excelent comprei dia 27/11 recebi quas 1 transportadora sequoia total descaso client,2020-12-21 00:00:00
positivo,otimo produto pena precisei comprar 3 pra conseguir receb casa deveriam parar trabalhar transportadora loggi,2021-04-26 00:00:00
positivo,gostei produto recomendei amigo familiar adquirindo gostando experiência,2021-03-01 00:00:00
positivo,produto espetacular adorei reconhecimentod voz perfeito qualidad som maravilhoso satisfeita comprei acessório,2021-02-14 00:00:00
positivo,maravilhosa amei alexa,2020-12-28 00:00:00
positivo,alexa reconhec comando voz opçõ automatizando casa alexa,2022-03-19 00:00:00
positivo,amo tecnologia capitalismo morar casa cômodo querer alexa amei promoção,2021-06-30 00:00:00
positivo,reconhecimento voz precisa certa entonaçao voz pra reconhec achei ótimo evita acion alexa querer,2021-06-25 00:00:00
positivo,atend 100 expectativa super útil acostuma facil comodidad alexa durnt vida hahaha,2021-02-11 00:00:00
positivo,gostei produto exelent uso dia pra ouvir música ad hora dia jogo maissup recomendo,2021-06-24 00:00:00
positivo,bacana vale investimento musica conteúdo recomendo ganhar divertir,2021-04-27 00:00:00
positivo,simplesment melhor compra fiz ano alexa tocadora música virou amiga família,2021-06-28 00:00:00
positivo,ótimo produto nota máxima microfon ficam sentido oposto auto falant perd,2021-06-24 00:00:00
positivo,incipient interessant adorando alexa,2021-07-05 00:00:00
positivo,ok entrega rápida,2021-08-13 00:00:00
positivo,softwar caixinha ótimo apesar pequena som potent pra festa tranquilo adoramo,2021-04-22 00:00:00
positivo,achei 3 melhor quesito som volum alto potência,2021-02-16 00:00:00
positivo,echo dot estor som vibrando principalment grave aconteceu trocar,2022-03-06 00:00:00
positivo,chegou rápido instalação simpl funciona reconhecimento voz reconheceu voz 8 metro,2021-12-08 00:00:00
positivo,funcionalidad excelent satisfeito entrega produto absurdament rápida recebi 24 hora,2021-06-30 00:00:00
negativo,mídia carregada produto feito pra ouvir ouv decepcionado preço alto produto comprem,2021-03-01 00:00:00
positivo,arrependo efetuado compra integrado echo 4 funciona perfeitament,2021-11-01 00:00:00
positivo,excelent produto casa família consulta alexia respond rápido,2021-04-15 00:00:00
positivo,produto defeito toca música música 1 2 segundo tocando,2021-01-12 00:00:00
positivo,melhor assitent virtual vi funciona perfeitament familia gostou,2021-01-11 00:00:00
positivo,atendeu expectativa qualidad som impressionant som ambient deixa desejar,2021-04-19 00:00:00
positivo,dificuldad ajust temperatura celsiu ajustei celular alexa reconhec,2021-01-04 00:00:00
positivo,ficar proximo gritar pra ouça nao queria ficar levantando pra falar dela perfeita,2021-03-21 00:00:00
negativo,última geraçõ 4 3 percebi geração anterior ouv melhor atual muita atend comando alexa,2021-07-15 00:00:00
positivo,qualidad som ótimo!!a funcionalidad dispositivo bon principalment lampada!eu recomendo,2021-12-01 00:00:00
positivo,entrega rápida reconhecimento voz excelent configuração extremament simpl rápida funcionar 100 so preciso conexão wifi,2021-04-09 00:00:00
positivo,produto ótimo atend expectativa liga casa TV ar-condicionado luz ventilador pé teto,2020-12-14 00:00:00
positivo,excelent som agilidad resposta reconhecimento voz substituir rádio dispensa uso celular tocar música etc.,2021-01-07 00:00:00
positivo,qualidad som ambient residenci atend rápido solicitaçõ voz pena funciona tomada wi-fi,2021-01-01 00:00:00
positivo,adorei pretendo automatizar ambient casa recomendo,2021-05-22 00:00:00
positivo,fácil estálação,2021-12-16 00:00:00
positivo,ótimo custo benefício,2021-02-11 00:00:00
positivo,amei alexa formato esfera linda funciona bem!postei dela instagram @_giovannaa13,2021-07-10 00:00:00
positivo,produto completo perfeito principalment qualidad som parabén envolvido parabén amazon vendedor,2021-03-12 00:00:00
positivo,ótimo produto gastar,2020-11-09 00:00:00
positivo,produto ótimo funcion poderia melhor viess control infravermelho embutido,2020-12-06 00:00:00
positivo,alexa realment inteligent cumpr promet achei tecnologia top bolinha bonitinha vdd amei alexa,2021-04-06 00:00:00
positivo,echo dot 4a geração funciona perfeitament transmit noticia clima toca música despertador ótimo entretenimento viagem,2021-07-06 00:00:00
positivo,mídia carregada ótima qualidad som,2021-07-02 00:00:00
positivo,gostei produto ja possuo echo dot 3 echo dot 4 agreg mto,2021-07-05 00:00:00
positivo,interação usuário excelent possuir dispositivo interação vou comprar,2021-04-26 00:00:00
positivo,microfon sensibilidad qualidad áudio satisfatória alexa respond rápido comando,2021-08-16 00:00:00
positivo,usabilidad velocidad resposta muita criativa surpreend,2021-10-12 00:00:00
positivo,falha aprendendo,2021-08-01 00:00:00
positivo,alexa muita coisa funciona ligada tomada som alto maravilhosa,2021-12-24 00:00:00
positivo,comprei filho querendo alexa present natal simplesment amou perfeita,2022-01-25 00:00:00
positivo,echo dot present filho ficou feliz satisfeito,2021-12-27 00:00:00
positivo,gostei produto porem destaco 2 negativo funcionado ligada energia modo alexa funciona tiver conectada rede wi-fi aceita rede móvel,2021-01-11 00:00:00
negativo,alexa falha reconhec comando entend oq falo dando ruído estranho irei acionar garantia,2021-10-16 00:00:00
positivo,atendeu expectativa uso normalment ouvir música ruído reconhecimento voz funciona recomendo,2022-03-08 00:00:00
positivo,arrependo comprado útil estabelecimento rotina qualidad som fácil utilização configuração,2020-12-14 00:00:00
positivo,excelent custo-benefício poderia bateria interna depend energia,2021-10-12 00:00:00
positivo,excelent produto serviço,2021-04-07 00:00:00
positivo,equipamento fantástico provavelment filho terão dispositivo lâmpada útil simplifica vida,2021-12-11 00:00:00
positivo,excelent qualidad produto ótima qualidad áudio microfon excelent captação distant alexa recomendo,2022-02-21 00:00:00
positivo,excelent produto cumpr comando voz funco sao boa aplicativo existent sao eficient,2021-04-12 00:00:00
negativo,MT ruim antiga volta pena q vendi escuta escuta,2021-01-10 00:00:00
positivo,ótimo desempenho casa inteligent funciona som ambient agradavel grave present,2022-03-04 00:00:00
positivo,gostei atendeu expectativa adorando,2021-12-27 00:00:00
positivo,amei alexa hora q respond,2021-07-01 00:00:00
positivo,partida linha dispositivo echo,2021-06-24 00:00:00
positivo,equipamento si sensacion errado comprar dispositivo preto enviaram cabo plug tomada cor branca acab design produto ridículo verdad,2020-12-08 00:00:00
positivo,falar uso echo dot 3 tá design melhorado ajustem microfn momento há dificuldad entend comando,2021-01-16 00:00:00
positivo,incrível recomendo,2021-07-01 00:00:00
positivo,alexa quas casa rsr gent preguiçosa vale super pena echo dot casa,2021-01-01 00:00:00
positivo,incrível estamo surpreendido sensacion,2021-03-22 00:00:00
positivo,produto present avaliar uso dia dia garantir pessoa gostou,2021-12-30 00:00:00
positivo,igual foto depend distância entend escuta fala,2022-02-24 00:00:00
positivo,TV area churrasqueira queimou invez gastar 2 K preferi comprar alexa colocar spotfi melhor fiz,2020-12-27 00:00:00
positivo,chamada telefon contato cadastrado alexa ouvir música específica assinar amazon music,2021-03-21 00:00:00
positivo,gostei caixinha lindo design produto inteligent funciona tomada tirando recomendo,2021-03-24 00:00:00
positivo,reconhecendo produto ouço música previsão receita piada irei aproveitar,2021-02-12 00:00:00
positivo,legal conhec echo dot alexa vira parceira casa util acordar manhã rádio recomendo,2021-05-28 00:00:00
positivo,gostei muitíssimo echo 4a geração modelo simpl eficient família estamo amando alexa,2021-03-30 00:00:00
positivo,gostei qualidad som uso acessar site jw.org ouço texto diário clipe música estação rádio preferida,2020-12-27 00:00:00
positivo,gostei quas produto poderia bateria pudess levar lugar necessidad energia elétrica,2021-07-04 00:00:00
positivo,produto excelência qualidad som igual problema produto sido entregu embalagem rompida devida entrega,2021-10-27 00:00:00
positivo,echo dot 3ª geração possui melhor qualidad som melhor reconhecimento voz echo dor 4ª geração seja ruim,2021-04-19 00:00:00
positivo,chegou certinho uso adorando super indico interessar,2021-04-27 00:00:00
positivo,produto legal faltam acessório inteligent pra gostando,2021-07-05 00:00:00
negativo,interaçõ sendo respondida assunto alexa basicament caixa som automática,2021-04-15 00:00:00
positivo,ótimo produto,2020-12-30 00:00:00
positivo,realment entrada auxiliar reconhecida consigo cabo auxiliar note bluetooth,2021-07-07 00:00:00
positivo,comprei foco smart home deu certo agr ligar pc tv luze eletrodomestico comando voz,2021-05-03 00:00:00
positivo,melho aquisição ja feita qualidad som reconhecimento voz tambem nota,2021-04-23 00:00:00
positivo,mudou formato reação modelo anterior vale pena aumento preço,2020-12-03 00:00:00
